ID,Предмет,Класс,Задание,ЕстьАудио,ЕстьКартинки
vpr_sd_945305,geography,6,"Установите соответствие между географическими особенностями и природными зонами, для которых они характерны: для этого к каждой позиции первого столбца подберите соответствующую позицию из второго столбца. ГЕОГРАФИЧЕСКИЕ ОСОБЕННОСТИ | ПРИРОДНЫЕ ЗОНЫ // А) местообитание рыси, бурого медведя, росомахи Б) произрастание хвойных деревьев В) произрастание ягеля и других лишайников Г) местообитание лемми",Нет,Нет
vpr_sd_945306,geography,6,"Определите, в какой из указанных природных зон ( тундра, тайга ) могла быть сделана каждая фотография. Подпишите названия природных зон. A — Б —",Нет,Да
vpr_sd_945370,geography,6,"(1)Атмосфера — газовая оболочка Земли, удерживаемая силой земного притяжения. (2)Мощность земной атмосферы достигает 1000 км. (3)В атмосфере выделяется несколько слоёв: тропосфера, стратосфера, мезосфера и термосфера. (4)Тропосфера — самый нижний плотный слой атмосферы мощностью 9–18 км, в котором формируется погода. (5)Температура воздуха в нём понижается с высотой. (6)В стратосфере на высоте 20–",Нет,Нет
vpr_sd_945681,geography,6,"С помощью таблицы выполните задания. Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Италия | 58 | 68 | 32 // 2 | Великобритания | 60 | 79 | 21 // 3 | Греция | 11 | 61 | 39 // 4 | Испания | 44 | 77 | 23 Расположите страны в порядке уменьшения численности населения, начиная с той, у которой данный показатель самый в",Нет,Нет
vpr_sd_945689,geography,6,"Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Италия | 58 | 68 | 32 // 2 | Великобритания | 60 | 79 | 21 // 3 | Греция | 11 | 61 | 39 // 4 | Испания | 44 | 77 | 23",Нет,Нет
vpr_sd_945178,geography,6,Какие крупные города расположены на территории Вашего региона? Составьте краткое описание одного из них.,Нет,Нет
vpr_sd_945812,geography,6,"Разница во времени между Санкт-Петербургом и Владивостоком составляет + 8 часов. На рисунке изображены показания часов в Санкт-Петербурге и Владивостоке в тот момент, когда в Санкт-Петербурге 10 часов утра. Запишите под каждым рисунком, как отображается то же самое время на электронных часах в этих городах. Занесите ответы в поля для ввода, отделяя часы от минут двоеточием. Пример: 8:00. Санкт-Пет",Нет,Да
vpr_sd_945694,geography,6,"Установите соответствие между названиями природных зон и географическими особенностями, которые характерны для каждой из них. Для этого к каждой позиции первого столбца подберите соответствующую позицию из второго столбца. ГЕОГРАФИЧЕСКИЕ ОСОБЕННОСТИ | ПРИРОДНЫЕ ЗОНЫ // А) климат меняется в течение года: то сухо, то влажно; | 1) степь // Б) преобладает высокая трава и крупные одинокие деревья; | 2)",Нет,Нет
vpr_sd_945882,geography,6,Рассмотрите фотографию с изображением опасного явления природы. Запишите его название. Природное явление — ... Чем опасно это явление для людей? Составьте краткое описание этого природного явления (объёмом до пяти предложений).,Нет,Да
vpr_sd_945190,geography,6,"Разница во времени между городами Оренбургом и Калининградом составляет −3 часа. На рисунках представлены показания часов в этих городах в тот момент, когда в Оренбурге 4 часа дня. Запишите под каждым рисунком, как отображается то же самое время на электронных часах в этих городах. Занесите ответы в поля для ввода, отделяя часы от минут двоеточием. Пример: 8:00. Оренбург Калининград",Нет,Да
vpr_sd_946032,geography,6,"На каком рисунке знаками отображена погода в тот день, когда температура воздуха была ниже всего? Укажите букву, которой обозначен этот рисунок. Составьте описание погоды в этот день.",Нет,Да
vpr_sd_946020,geography,6,"(1) Гидросфера – водная оболочка Земли. (2) Она состоит из вод Мирового океана, вод суши и водяного пара атмосферы. (3) Воды Мирового океана соленые. (4) Они включают в себя моря, заливы, проливы. (5) На них приходится более 96 % вод гидросферы. (6) Воды суши в основном пресные. (7) К ним относятся реки, озера, болота, подземные воды, ледники и многолетняя мерзлота. (8) Человек для своих нужд испо",Нет,Нет
vpr_sd_945302,geography,6,"Используя приведённую ниже таблицу, выполните задания. Численность и доля занятого населения, 2016 г. № | Страна | Численность населения, млн человек | Доля занятого населения, % // в сельском хозяйстве | в промышленности | в сфере услуг // 1 | Италия | 26 | 4 | 28 | 68 // 2 | Индия | 522 | 47 | 22 | 31 // 3 | Кения | 20 | 61 | 7 | 32 // 4 | Вьетнам | 56 | 48 | 21 | 31",Нет,Нет
vpr_sd_945303,geography,6,"На фотографиях изображён сбор урожая сельскохозяйственных культур в странах, указанных в таблице. Запишите под каждой фотографией название соответствующей страны. A — Б — В — Г —",Нет,Да
vpr_sd_945988,geography,6,Какие крупные объекты литосферы есть на территории Вашего региона? Составьте краткое географическое описание одного из них.,Нет,Нет
vpr_sd_945230,geography,6,"Разница во времени между городами Нижним Новгородом и Иркутском составляет +5 часов. На рисунках представлены показания часов в этих городах в тот момент, когда в Нижнем Новгороде полдень. Запишите под каждым рисунком, как отображается то же самое время на электронных часах в этих городах. Занесите ответы в поля для ввода, отделяя часы от минут двоеточием. Пример: 8:00. Нижний Новгород Иркутск",Нет,Да
vpr_sd_945347,geography,6,На метеорологической станции города N в течение года наблюдали за температурой воздуха. По результатам наблюдений метеорологи построили график годового хода температуры. Рассмотрите график годового хода температуры и ответьте на вопросы. Какой месяц был самым холодным в году? Какова годовая амплитуда температур?,Нет,Нет
vpr_sd_945340,geography,6,"На каком рисунке знаками отображена погода в тот день, когда температура воздуха опустилась ниже 20 градусов мороза? Укажите букву, которой обозначен этот рисунок. Составьте описание погоды в этот день.",Нет,Да
vpr_sd_945341,geography,6,"(1)Биосфера — это всё пространство, где существует или когда-либо существовала жизнь. (2)Она охватывает нижние слои атмосферы, всю гидросферу и верхнюю часть литосферы. (3)Процессы, протекающие в биосфере, влияют на другие оболочки нашей планеты. (4)Живые организмы способствуют естественному очищению гидросферы, участвуют в формировании почвы, а из останков организмов формируются горные породы. (5",Нет,Да
vpr_sd_945761,geography,6,"С помощью таблицы выполните задания. Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Индонезия | 245 | 51 | 49 // 2 | Германия | 82 | 80 | 20 // 3 | Индия | 1095 | 31 | 69 // 4 | Россия | 144 | 80 | 20 Расположите страны в порядке уменьшения численности населения, начиная с той, у которой данный показатель самый вы",Нет,Нет
vpr_sd_945769,geography,6,"Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Индонезия | 245 | 51 | 49 // 2 | Германия | 82 | 80 | 20 // 3 | Индия | 1095 | 31 | 69 // 4 | Россия | 144 | 80 | 20",Нет,Нет
vpr_sd_945330,geography,6,"Разница во времени между городами Екатеринбургом и Якутском составляет +4 часа. На рисунках представлены показания часов в этих городах в тот момент, когда в Екатеринбурге 11 часов утра. Запишите под каждым рисунком, как отображается то же самое время на электронных часах в этих городах. Занесите ответы в поля для ввода, отделяя часы от минут двоеточием. Пример: 8:00. Иркутск Вологда",Нет,Да
vpr_sd_946046,geography,6,"Установите соответствие между названиями природных зон и географическими особенностями, которые характерны для каждой из них. Для этого к каждой позиции первого столбца подберите соответствующую позицию из второго столбца. ГЕОГРАФИЧЕСКИЕ ОСОБЕННОСТИ | ПРИРОДНЫЕ ЗОНЫ // А) почвы этой природной зоны самые плодородные; | 1) пустыня // Б) преобладают грызуны и травянистая растительность; | 2) степь //",Нет,Нет
vpr_sd_946047,geography,6,"Определите, в какой из ранее описанных природных зон ( пустыня, степь ) могли быть сделаны фотографии. Подпишите названия каждой природной зоны. A — Б —",Нет,Да
vpr_sd_945261,geography,6,"(1)Атмосфера — воздушная оболочка, окружающая и защищающая Землю от метеоритов, которые сгорают в ней. (2)Мощность земной атмосферы достигает 1000 км. (3)Основные газы атмосферы — азот, кислород и аргон. (4)Кислород — газ, необходимый для дыхания всего живого на планете. (5)В атмосфере выделяется несколько слоёв: тропосфера, стратосфера, мезосфера, термосфера. (6)В стратосфере на высоте 20–25 км н",Нет,Нет
vpr_sd_945222,geography,6,"Используя приведённую ниже таблицу, выполните задания. Численность и состав населения, 2016 г. № | Страна | Численность населения, млн человек | Возрастной состав населения, % // доля населения в возрасте до 15 лет | доля населения в возрасте старше 65 лет // 1 | Китай | 1387 | 18 | 9 // 2 | Канада | 36 | 16 | 15 // 3 | Австралия | 25 | 18 | 15 // 4 | Кения | 45 | 42 | 3",Нет,Нет
vpr_sd_945258,geography,6,"В какой природной зоне расположена территория Вашего региона? Напишите, какое воздействие оказывает хозяйственная деятельность человека на природу региона.",Нет,Нет
vpr_sd_945245,geography,6,"Установите соответствие между географическими особенностями и природными зонами, для которых они характерны: для этого к каждой позиции первого столбца подберите соответствующую позицию из второго столбца. ГЕОГРАФИЧЕСКИЕ ОСОБЕННОСТИ | ПРИРОДНЫЕ ЗОНЫ // А) произрастание мхов, лишайников, кустарничков Б) переходная зона от тайги к зоне широколиственных лесов В) умеренно холодная, снежная зима и тёпл",Нет,Нет
vpr_sd_945246,geography,6,"Определите, в какой из указанных природных зон ( тундра, смешанные леса ) могла быть сделана каждая фотография. Подпишите названия природных зон. A — Б —",Нет,Да
vpr_sd_945198,geography,6,Какие растения произрастают в естественных условиях на территории Вашего региона? Укажите не менее трёх растений. Составьте описание одного из этих растений.,Нет,Нет
vpr_sd_945287,geography,6,На метеорологической станции города N в октябре были проведены наблюдения за направлением ветра. По результатам наблюдения метеорологи построили розу ветров. Рассмотрите розу ветров и ответьте на вопросы. Какой ветер чаще всего дул в октябре? В каком направлении дует этот ветер?,Нет,Нет
vpr_sd_945280,geography,6,"На каком рисунке знаками отображена погода в тот день, когда дул юго-западный ветер? Укажите букву, которой обозначен этот рисунок. Составьте описание погоды в этот день.",Нет,Да
vpr_sd_945321,geography,6,"(1)Литосфера — твёрдая оболочка Земли, состоящая из земной коры и верхней части мантии. (2)Литосфера состоит из литосферных плит, разделённых разломами. (3)Литосферные плиты перемещаются по пластичному слою мантии, меняя расположение материков и океанов на поверхности Земли. (4)Внутренние силы Земли приводят в движение литосферные плиты. (5)При расхождении литосферных плит формируются хребты, таки",Нет,Нет
vpr_sd_945901,geography,6,"Используя приведённую ниже таблицу, выполните задания. Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Австралия | 25 | 88 | 12 // 2 | Греция | 11 | 80 | 20 // 3 | Египет | 95 | 43 | 57 // 4 | Франция | 65 | 80 | 20 Расположите страны в порядке уменьшения численности населения, начиная со страны с самой большой чис",Нет,Нет
vpr_sd_945909,geography,6,"Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Австралия | 25 | 88 | 12 // 2 | Греция | 11 | 80 | 20 // 3 | Египет | 95 | 43 | 57 // 4 | Франция | 65 | 80 | 20",Нет,Нет
vpr_sd_945874,geography,6,"Установите соответствие между названиями природных зон и географическими особенностями, которые характерны для каждой из них. Для этого к каждой позиции первого столбца подберите соответствующую позицию из второго столбца. ГЕОГРАФИЧЕСКИЕ ОСОБЕННОСТИ | ПРИРОДНЫЕ ЗОНЫ // А) расположена в умеренном поясе Северного полушария; | 1) тундра // Б) растительность скудная; | 2) тайга // В) занимает обширные",Нет,Нет
vpr_sd_945875,geography,6,"Определите, в какой из ранее описанных природных зон ( тундра, тайга ) могли быть сделаны фотографии. Подпишите названия каждой природной зоны. A — Б —",Нет,Да
vpr_sd_945201,geography,6,"(1)Климат — это многолетний режим погоды, характерный для данной местности. (2)Климат, в отличие от погоды, обладает устойчивостью и постоянством. (3)Особенности климата определяет географическая широта, от которой зависит количество солнечного тепла, поступающего на земную поверхность. (4)В северном и южном полушариях выделяют по семь климатических поясов. (5)На климат влияют перемещение воздушны",Нет,Нет
vpr_sd_945371,geography,6,"Используя приведённую ниже таблицу, выполните задания. Численность и состав населения, 2016 г. № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Великобритания | 66 | 83 | 17 // 2 | Россия | 147 | 74 | 26 // 3 | Испания | 47 | 81 | 20 // 4 | Камбоджа | 16 | 21 | 79",Нет,Нет
vpr_sd_946061,geography,6,"Численность и состав населения № | Субъект Российской Федерации | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Республика Татарстан | 3,89 | 77 | 23 // 2 | Московская область | 5,11 | 82 | 18 // 3 | Республика Дагестан | 2,09 | 45 | 55 // 4 | Ленинградская область | 1,23 | 64 | 36",Нет,Нет
vpr_sd_946041,geography,6,"Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Китай | 1313 | 53 | 47 // 2 | Германия | 82 | 80 | 20 // 3 | Индия | 1095 | 31 | 69 // 4 | Россия | 144 | 80 | 20",Нет,Нет
vpr_sd_945243,geography,6,"Используя приведённую ниже таблицу, выполните задания. Площадь территории, численность и плотность населения, 2016 г. № | Страна | Площадь территории, тыс. км 2 | Численность населения, млн человек | Плотность населения, чел. / км 2 // 1 | Австралия | 7741 | 25 | 3 // 2 | Германия | 357 | 83 | 232 // 3 | Нидерланды | 41 | 17 | 411 // 4 | Исландия | 103 | 0,3 | 3",Нет,Нет
vpr_sd_945389,geography,6,"Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Индонезия | 245 | 51 | // 2 | Франция | 60 | 86 | 14 // 3 | Россия | 144 | 80 | 20 // 4 | Япония | 127 | 91 | 9",Нет,Нет
vpr_sd_946081,geography,6,"На фотографиях изображены объекты стран, указанных в таблице. Запишите под каждой фотографией название соответствующей страны. A — Б — В — Г — Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Россия | 143 | 73 | 27 // 2 | Бразилия | 207 | 80 | 20 // 3 | Австралия | 25 | 88 | 12 // 4 | Мексика | 78 | 73 | 27",Нет,Да
vpr_sd_945749,geography,6,"Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Индонезия | 245 | 51 | 49 // 2 | Франция | 82 | 80 | 20 // 3 | Россия | 144 | 80 | 20 // 4 | Япония | 127 | 91 | 9",Нет,Нет
vpr_sd_945889,geography,6,"Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Россия | 143 | 73 | 37 // 2 | Бразилия | 207 | 80 | 20 // 3 | Австралия | 25 | 88 | 12 // 4 | Мексика | 78 | 73 | 37",Нет,Нет
vpr_sd_945263,geography,6,"Используя приведённую ниже таблицу, выполните задания. Численность и средняя продолжительность жизни населения, 2016 г. № | Страна | Численность населения, млн человек | Средняя продолжительность жизни, лет // оба пола | мужчины | женщины // 1 | Турция | 81 | 75 | 73 | 76 // 2 | Франция | 65 | 82 | 79 | 85 // 3 | Китай | 1387 | 76 | 74 | 78 // 4 | Таиланд | 66 | 75 | 72 | 78",Нет,Нет
vpr_sd_945323,geography,6,"Используя приведённую ниже таблицу, выполните задания. Численность и состав населения, 2016 г. № | Страна | Численность населения, млн человек | Возрастной состав населения, % // доля населения в возрасте до 15 лет | доля населения в возрасте старше 65 лет // 1 | Египет | 95 | 30 | 4 // 2 | Великобритания | 66 | 16 | 17 // 3 | Норвегия | 5 | 15 | 17 // 4 | Бразилия | 208 | 27 | 8",Нет,Нет
vpr_sd_945283,geography,6,"Используя приведённую ниже таблицу, выполните задания. Численность и состав населения, 2016 г. № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Индия | 1353 | 33 | 67 // 2 | Бразилия | 208 | 86 | 14 // 3 | ОАЭ | 9 | 86 | 14 // 4 | США | 325 | 81 | 19",Нет,Нет
vpr_sd_945801,geography,6,"С помощью таблицы выполните задания. Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Китай | 1313 | 53 | 47 // 2 | Германия | 82 | 80 | 20 // 3 | Индия | 1095 | 31 | 69 // 4 | Россия | 144 | 80 | 20 Расположите страны в порядке увеличения численности населения, начиная с той, у которой данный показатель самый низки",Нет,Нет
vpr_sd_946073,geography,6,"С помощью таблицы выполните задания. Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Россия | 143 | 73 | 27 // 2 | Бразилия | 207 | 80 | 20 // 3 | Австралия | 25 | 88 | 12 // 4 | Мексика | 78 | 73 | 27 Расположите страны в порядке уменьшения доли городского населения, начиная с той страны, у которой показатели сель",Нет,Нет
vpr_sd_945381,geography,6,"С помощью таблицы выполните задания. Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Индонезия | 245 | 51 | // 2 | Франция | 60 | 86 | 14 // 3 | Россия | 144 | 80 | 20 // 4 | Япония | 127 | 91 | 9 Расположите страны в порядке увеличения доли сельского населения, начиная с той, у которой данный показатель самый низк",Нет,Нет
vpr_sd_945861,geography,6,"С помощью таблицы выполните задания. Численность и состав населения № | Субъект Российской Федерации | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Республика Татарстан | 3,89 | 77 | 23 // 2 | Московская область | 5,11 | 82 | 18 // 3 | Республика Дагестан | 2,09 | 45 | 55 // 4 | Ленинградская область | 1,23 | 64 | 36 Расположите субъекты РФ в порядке умен",Нет,Нет
vpr_sd_946013,geography,6,"С помощью таблицы выполните задания. Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Индонезия | 245 | 51 | 49 // 2 | Германия | 82 | 80 | 20 // 3 | Индия | 1095 | 31 | 69 // 4 | Россия | 144 | 80 | 20 Расположите перечисленные страны в порядке увеличения доли городского населения, начиная с той, у которой данный п",Нет,Нет
vpr_sd_945881,geography,6,"С помощью таблицы выполните задания. Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Россия | 143 | 73 | 37 // 2 | Бразилия | 207 | 80 | 20 // 3 | Австралия | 25 | 88 | 12 // 4 | Мексика | 78 | 73 | 37 Расположите страны в порядке уменьшения доли сельского населения, начиная с той страны, у которой показатели сельс",Нет,Нет
vpr_sd_945741,geography,6,"С помощью таблицы выполните задания. Численность и состав населения № | Страна | Численность населения, млн человек | Состав населения, % // городское | сельское // 1 | Индонезия | 245 | 51 | 49 // 2 | Франция | 82 | 80 | 20 // 3 | Россия | 144 | 80 | 20 // 4 | Япония | 127 | 91 | 9 Расположите страны в порядке увеличения численности населения, начиная с той, у которой данный показатель самый низк",Нет,Нет
vpr_sd_945912,geography,6,"Разница во времени между Санкт-Петербургом и Якутском составляет +6 часов , так как Якутск расположен восточнее Санкт-Петербурга, и день там наступает раньше. На рисунках представлены показания часов в Санкт-Петербурге и Якутске в тот момент, когда в Санкт-Петербурге 5 часов вечера . Запишите под каждым рисунком, как отображается то же самое время на электронных часах в этих городах.",Нет,Да
vpr_sd_946166,geography,6,"Установите соответствие между названиями природных зон и географическими особенностями, которые характерны для каждой из них. Для этого к каждой позиции первого столбца подберите соответствующую позицию из второго столбца. ГЕОГРАФИЧЕСКИЕ ОСОБЕННОСТИ | ПРИРОДНЫЕ ЗОНЫ // А) зима холодная и влажная, лето тёплое и дождливое; | 1) степь // Б) преобладают хвойные растения; | 2) тайга // В) небольшое год",Нет,Нет
vpr_sd_946167,geography,6,"Определите, в какой из ранее описанных природных зон ( степь, тайга ) могли быть сделаны фотографии. Подпишите названия каждой природной зоны. A — Б —",Нет,Да
vpr_sd_946048,geography,6,Какие крупные природные комплексы есть на территории Вашего региона? Составьте краткое географическое описание одного из них.,Нет,Нет
vpr_sd_945374,geography,6,"Разница во времени между городами Тверью и Норильском составляет +4 часа. На рисунках представлены показания часов в этих городах в тот момент, когда в Твери 10 часов утра. Запишите под каждым рисунком, как отображается то же самое время на электронных часах в этих городах. Занесите ответы в поля для ввода, отделяя часы от минут двоеточием. Пример: 8:00. Тверь Норильск",Нет,Да
vpr_sd_945225,geography,6,"Установите соответствие между географическими особенностями и природными зонами, для которых они характерны: для этого к каждой позиции первого столбца подберите соответствующую позицию из второго столбца. ГЕОГРАФИЧЕСКИЕ ОСОБЕННОСТИ | ПРИРОДНЫЕ ЗОНЫ // А) преобладание деревьев с крупными вечнозелёными листьями Б) местообитание зебр, жирафов, антилоп В) тёплая сухая зима и жаркое влажное лето Г) мн",Нет,Нет
vpr_sd_945226,geography,6,"Определите, в какой из указанных природных зон ( влажные экваториальные леса, саванны и редколесья ) могла быть сделана каждая фотография. Подпишите названия природных зон. A — Б —",Нет,Да
vpr_sd_945754,geography,6,"Установите соответствие между названиями природных зон и географическими особенностями, которые характерны для каждой из них. Для этого к каждой позиции первого столбца подберите соответствующую позицию из второго столбца. ГЕОГРАФИЧЕСКИЕ ОСОБЕННОСТИ | ПРИРОДНЫЕ ЗОНЫ // А) расположена в умеренном климатическом поясе; | 1) степь // Б) преобладает высокая трава и крупные одинокие деревья; | 2) саванн",Нет,Нет
vpr_sd_945345,geography,6,"Установите соответствие между географическими особенностями и природными зонами, для которых они характерны: для этого к каждой позиции первого столбца подберите соответствующую позицию из второго столбца. ГЕОГРАФИЧЕСКИЕ ОСОБЕННОСТИ | ПРИРОДНЫЕ ЗОНЫ // А) занимают территории вдоль экватора Б) занимают обширные равнины Африки В) преимущественно травянистая растительность Г) жаркий и постоянно влажн",Нет,Нет
vpr_sd_945944,geography,6,"Разница во времени между Костромой и Анадырем составляет + 9 часов. На рисунке изображены показания часов в Костроме и Анадыре в тот момент, когда в Костроме 11 часов утра. Запишите под каждым рисунком, как отображается то же самое время на электронных часах в этих городах. Занесите ответы в поля для ввода, отделяя часы от минут двоеточием. Пример: 8:00. Кострома Анадырь",Нет,Да
vpr_sd_946146,geography,6,"Установите соответствие между названиями природных зон и географическими особенностями, которые характерны для каждой из них. Для этого к каждой позиции первого столбца подберите соответствующую позицию из второго столбца. ГЕОГРАФИЧЕСКИЕ ОСОБЕННОСТИ | ПРИРОДНЫЕ ЗОНЫ // А) есть как лиственные так и хвойные деревья; | 1) влажный экваториальный лес // Б) хорошо выражены сезоны года (лето, зима, весна",Нет,Нет
vpr_sd_946147,geography,6,"Определите, в какой из ранее описанных природных зон ( влажный экваториальный лес, смешанный лес ) могли быть сделаны фотографии. Подпишите названия каждой природной зоны. A — Б —",Нет,Да
vpr_sd_945920,geography,6,"(1) Географическая оболочка Земли – это основное понятие в географии. (2) Под географической оболочкой понимают целостную и непрерывную оболочку Земли в которой взаимодействуют и взаимно проникают друг в друга все земные оболочки. (3) Точные границы географической оболочки определить сложно. (4) Условно их проводят от верхних слоев литосферы (земная кора) до нижних слоев атмосферы (в стратосфере, ",Нет,Нет
vpr_sd_945752,geography,6,"Разница во времени между Смоленском и Хабаровском составляет + 7 часов. На рисунке изображены показания часов в Смоленске и Хабаровске в тот момент, когда в Смоленске 7 часов утра. Запишите под каждым рисунком, как отображается то же самое время на электронных часах в этих городах. Занесите ответы в поля для ввода, отделяя часы от минут двоеточием. Пример: 8:00. Смоленск Хабаровск",Нет,Нет
vpr_sd_945346,geography,6,"Определите, в какой из указанных природных зон ( саванны и редколесья, влажные экваториальные леса ) могла быть сделана каждая фотография. Подпишите названия природных зон. A — Б —",Нет,Да
vpr_sd_945210,geography,6,"Разница во времени между городами Саратовом и Красноярском составляет +4 часа. На рисунках представлены показания часов в этих городах в тот момент, когда в Саратове 3 часа дня. Запишите под каждым рисунком, как отображается то же самое время на электронных часах в этих городах. Занесите ответы в поля для ввода, отделяя часы от минут двоеточием. Пример: 8:00. Саратов Красноярск",Нет,Да
vpr_sd_946052,geography,6,"На каком рисунке знаками отображена погода в тот день, когда температура воздуха была самая высокая? Укажите букву, которой обозначен этот рисунок. Составьте описание погоды в этот день.",Нет,Да
vpr_sd_945888,geography,6,"(1) Атмосфера — воздушная оболочка Земли. (2) Она состоит из смеси газов: азота, кислорода, углекислого и других газов. (3) Плотность атмосферного воздуха уменьшается с подъемом вверх. (4) Нижний слой атмосферы, расположен у земной поверхности — тропосфера. (5) Воздух здесь более плотный. (6) Над тропосферой расположена стратосфера и верхние слои атмосферы. (7) Толщина около 1000 км. По каким пред",Нет,Нет
vpr_sd_945187,geography,6,На метеорологической станции города N в течение года наблюдали за количеством осадков. По результатам наблюдений метеорологи построили диаграмму выпадения осадков по месяцам. Рассмотрите диаграмму выпадения осадков и ответьте на вопросы. В каком месяце выпало больше всего осадков? На какой период (с какого месяца по какой) приходилось наименьшее количество осадков?,Нет,Да
vpr_sd_945868,geography,6,"(1) Литосфера — твердая каменная оболочка Земли. (2) Она состоит из земной коры и верхней части мантии (до астеносферы). (3) Литосфера разбита на крупные блоки – литосферные плиты. (4) Плиты движутся относительно пластичной астеносферы. (5) Толщина литосферы меняется от 5 до 80 и более км. (6) Земная кора делится на два типа. (7) Материковая земная кора более мощная и твердая, чем океаническая. (8",Нет,Нет
vpr_sd_946044,geography,6,"Разница во времени между Брянском и Владивостоком составляет + 8 часов. На рисунке изображены показания часов в Брянске и Владивостоке в тот момент, когда в Брянске 10 часов утра. Запишите под каждым рисунком, как отображается то же самое время на электронных часах в этих городах. Занесите ответы в поля для ввода, отделяя часы от минут двоеточием. Пример: 8:00. Брянск Владивосток",Нет,Нет
