ID,Предмет,Класс,Задание,Картинки,Файл
vpr_sd_946075,geography,7,"Рассмотрите представленные ниже рисунки. Выберите рисунок с контуром страны, в которой живёт Ваш сверстник. Запишите в ответе букву, которой обозначен этот рисунок. А Б В",Да,vpr_geography_7.json
vpr_sd_946068,geography,7,"Предположите, какие ответы на вопросы о своей стране даст Ваш сверстник в ходе интервью. Запишите их в таблицу. Вопрос Ответ 1. В какой части света находится твоя страна? 2. Какое(-ие) море(-я) омывает(-ют) берега твоей страны? 3. Какие горы есть в твоей стране? 4. Какие крупные города, кроме столицы, есть в твоей стране? 5. В какой сфере хозяйства занято большинство жителей страны? 6. Какие сельскохозяйственные культуры выращивают в твоей стране? 7. Какие достопримечательности можно посмотреть ",Да,vpr_geography_7.json
vpr_sd_945942,geography,7,"Какой природной зоне мира соответствуют приведённые ниже характеристики? Укажите в ответе название этой природной зоны. 1) Имеет широкое распространение в Северном полушарии. 2) Характерна в том числе для районов распространения многолетней мерзлоты. 3) Преобладает хвойная растительность. 4) Наличие продолжительного периода с отрицательными температурами. 5) Незначительный листовой опад. Выберите климатограмму, соответствующую климатическим особенностям указанной Вами природной зоны. Укажите в о",Да,vpr_geography_7.json
vpr_sd_945943,geography,7,"По выбранной Вами в задании 3.2. климатограмме определите климатические показатели для указанной природной зоны и заполните таблицу. Средняя температура воздуха, °С Годовая амплитуда температур, °С Среднегодовое количество осадков, мм Месяц, на который приходится наибольшее количество осадков в январе в июле Для выполнения задание приводим текст задания 3.2: Какой природной зоне мира соответствуют приведённые ниже характеристики? Укажите в ответе название этой природной зоны. 1) Имеет широкое ра",Да,vpr_geography_7.json
vpr_sd_945883,geography,7,"Установите соответствие между географическими особенностями и материками, для которых они характерны: для этого к каждой позиции первого столбца подберите соответствующую позицию из второго столбца. ГЕОГРАФИЧЕСКИЕ ОСОБЕННОСТИ МАТЕРИКИ А) Наибольшую площадь материка занимает природная зона пустынь. Б) На севере расположена крупнейшая низменная равнина мира. В) На территории материка расположено самое крупное высокогорное озеро мира. Г) Недра северной части материка богаты нефтью. Д) На западе мат",Нет,vpr_geography_7.json
vpr_sd_945903,geography,7,"В приведённом ниже списке перечислены крупные географические объекты. Выберите из представленного ниже списка названия географических объектов, расположенных на территории одного из этих материков, и заполните схему. Впишите в схему название материка, типы и названия выбранных Вами географических объектов. Конго, Ориноко, Ниагара, Виктория, Амур, Анды, Кавказ, Тибести, Байкал, Замбези, Аппалачи, Тибет.",Да,vpr_geography_7.json
vpr_sd_945612,geography,7,"Используя представленную ниже таблицу и политическую карту мира выполните задания. Численность и состав населения, 2017 г. № Страна Численность населения, млн человек Возрастной состав, % доля населения в возрасте до 15 лет доля населения в возрасте от 15 до 65 лет доля населения в возрасте старше 65 лет 1 Румыния 21 15 70 15 2 Индонезия 262 25 68 7 3 Сомали 11 43 55 2 4 Италия 62 14 64 22 Карта составлена по состоянию на 01.01.2017",Да,vpr_geography_7.json
vpr_sd_945613,geography,7,"Используя представленную ниже таблицу и политическую карту мира выполните задания. Численность и состав населения, 2017 г. № Страна Численность населения, млн человек Возрастной состав, % доля населения в возрасте до 15 лет доля населения в возрасте от 15 до 65 лет доля населения в возрасте старше 65 лет 1 Румыния 21 15 70 15 2 Индонезия 262 25 68 7 3 Сомали 11 43 55 2 4 Италия 62 14 64 22 Карта составлена по состоянию на 01.01.2017",Да,vpr_geography_7.json
vpr_sd_946026,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945351,geography,7,"Установите соответствие между географическими особенностями и материками, для которых они характерны: для этого к каждой позиции первого столбца подберите соответствующую позицию из второго столбца. ГЕОГРАФИЧЕСКИЕ ОСОБЕННОСТИ МАТЕРИКИ А) Часть материка расположена за Северным полярным кругом. Б) Горы протягиваются вдоль всего материка с севера на юг, образуя самую длинную горную цепь в мире. В) В горах материка расположены самые высокогорные в мире города, селения и обрабатываемые поля. Г) Матер",Нет,vpr_geography_7.json
vpr_sd_945344,geography,7,"В приведённом ниже списке перечислены крупные географические объекты. Выберите из представленного ниже списка названия географических объектов, расположенных на территории одного из материков: Южная Америка, Евразия, и заполните схему. Впишите в схему название материка, типы и названия выбранных Вами географических объектов. Амазонка, Ориноко, Коралловое, Кавказ, Байкал, Волга, Килиманджаро, Аппалачи, Кордильеры, Дарлинг, Эри, Амур.",Да,vpr_geography_7.json
vpr_sd_945444,geography,7,"Используя представленную ниже таблицу и политическую карту мира выполните задания. Численность и состав населения, 2017 г. № Страна Численность занятого населения, млн человек Доля занятого населения, % в сельском хозяйстве в промышленности в сфере услуг 1 Франция 30,7 3 20 77 2 Казахстан 9,0 18 20 62 3 Гаити 4,6 38 12 50 4 Танзания 24,9 67 6 27 Карта составлена по состоянию на 01.01.2017",Да,vpr_geography_7.json
vpr_sd_945445,geography,7,"Используя представленную ниже таблицу и политическую карту мира выполните задания. Численность и состав населения, 2017 г. № Страна Численность занятого населения, млн человек Доля занятого населения, % в сельском хозяйстве в промышленности в сфере услуг 1 Франция 30,7 3 20 77 2 Казахстан 9,0 18 20 62 3 Гаити 4,6 38 12 50 4 Танзания 24,9 67 6 27 Карта составлена по состоянию на 01.01.2017",Да,vpr_geography_7.json
vpr_sd_945394,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945395,geography,7,"Рассмотрите представленные ниже рисунки. Выберите рисунок с контуром страны, в которой живёт Ваш сверстник. Запишите в ответе букву, которой обозначен этот рисунок. А Б В",Да,vpr_geography_7.json
vpr_sd_945388,geography,7,"Предположите, какие ответы на вопросы о своей стране даст Ваш сверстник в ходе интервью. Запишите их в таблицу. Вопрос Ответ 1. В какой части света находится твоя страна? 2. Воды какого океана омывают берега твоей страны? 3. Какие крупные реки протекают по территории твоей стране? 4. Какие крупные города, кроме столицы, есть в твоей стране? 5. С какими государствами граничит твоя страна? 6. Какие сельскохозяйственные культуры выращивают в твоей стране? 7. Какие достопримечательности можно посмот",Да,vpr_geography_7.json
vpr_sd_945754,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945542,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_944886,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_946170,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945826,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945342,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945874,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945706,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945294,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945318,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945930,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945366,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945174,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945638,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945590,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945446,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945614,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945518,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945470,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945270,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945222,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945494,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_946074,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945978,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945899,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_946146,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945566,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_945422,geography,7,"Представьте, что Вам было поручено взять интервью у зарубежного сверстника, чтобы он познакомил Вас со своей страной. Для иллюстрации этого интервью Вы попросили его прислать несколько фотографий, сделанных в стране, в которой он живёт. Рассмотрите фотографии и ответьте на вопросы. В какой стране живёт Ваш сверстник? Как называется столица этой страны?",Да,vpr_geography_7.json
vpr_sd_946107,geography,7,"Установите соответствие между географическими особенностями и материками, для которых они характерны: для этого к каждой позиции первого столбца подберите соответствующую позицию из второго столбца. ГЕОГРАФИЧЕСКИЕ ОСОБЕННОСТИ МАТЕРИКИ А) Этот материк занимает 3-е место по площади территории. Б) Большую часть территории материка занимают две страны. В) Материк омывается водами всех океанов Земли. Г) На территории материка расположена самая большая по территории страна мира. Д) На этом материке ра",Нет,vpr_geography_7.json
vpr_sd_946100,geography,7,"В приведённом ниже списке перечислены крупные географические объекты. Выберите из представленного ниже списка названия географических объектов, расположенных на территории одного из этих материков, и заполните схему. Впишите в схему название материка, типы и названия выбранных Вами географических объектов. Конго, Обь, Эри, Виктория, Тигр, Муррей, Анды, Кавказ, Лобнор, Замбези, Дарлинг, Аппалачи, Косцюшко.",Да,vpr_geography_7.json
vpr_sd_945468,geography,7,"Используя представленную ниже таблицу и политическую карту мира выполните задания. Численность и состав населения, 2017 г. № Страна Численность населения, млн человек Возрастной состав, % доля населения в возрасте до 15 лет доля населения в возрасте от 15 до 65 лет доля населения в возрасте старше 65 лет 1 Турция 81 24 68 8 2 Греция 10 14 65 21 3 Ангола 30 48 50 2 4 Австралия 23 18 66 16 Карта составлена по состоянию на 01.01.2017",Да,vpr_geography_7.json
vpr_sd_945469,geography,7,"Используя представленную ниже таблицу и политическую карту мира выполните задания. Численность и состав населения, 2017 г. № Страна Численность населения, млн человек Возрастной состав, % доля населения в возрасте до 15 лет доля населения в возрасте от 15 до 65 лет доля населения в возрасте старше 65 лет 1 Турция 81 24 68 8 2 Греция 10 14 65 21 3 Ангола 30 48 50 2 4 Австралия 23 18 66 16 Карта составлена по состоянию на 01.01.2017",Да,vpr_geography_7.json
vpr_sd_945979,geography,7,"Рассмотрите представленные ниже рисунки. Выберите рисунок с контуром страны, в которой живёт Ваш сверстник. Запишите в ответе букву, которой обозначен этот рисунок. А Б В",Да,vpr_geography_7.json
vpr_sd_945972,geography,7,"Предположите, какие ответы на вопросы о своей стране даст Ваш сверстник в ходе интервью. Запишите их в таблицу. Вопрос Ответ 1. В какой части света находится твоя страна? 2. Какое(-ие) море(-я) омывает(-ют) берега твоей страны? 3. Какие горы есть в твоей стране? 4. Какие крупные города, кроме столицы, есть в твоей стране? 5. В какой сфере хозяйства занято большинство жителей страны? 6. Какие сельскохозяйственные культуры выращивают в твоей стране? 7. Какие достопримечательности можно посмотреть ",Да,vpr_geography_7.json
vpr_sd_945255,geography,7,"Установите соответствие между географическими особенностями и материками, для которых они характерны: для этого к каждой позиции первого столбца подберите соответствующую позицию из второго столбца. ГЕОГРАФИЧЕСКИЕ ОСОБЕННОСТИ МАТЕРИКИ А) Вдоль северо-восточного побережья материка протягивается подводная гряда, созданная живыми организмами. Б) Горы материка — один из самых сейсмически активных районов Земли с большим количеством действующих вулканов. В) Материк целиком расположен в Южном полушари",Нет,vpr_geography_7.json
vpr_sd_945248,geography,7,"В приведённом ниже списке перечислены крупные географические объекты. Выберите из представленного ниже списка названия географических объектов, расположенных на территории одного из материков: Австралия, Южная Америка, и заполните схему. Впишите в схему название материка, типы и названия выбранных Вами географических объектов. Маракайбо, Купер-Крик, Гималаи, Аппалачи, Эйр-Норт, Охотское, Большой Австралийский, Гибралтарский, Карпентария, Ориноко, Коралловое, Анхель.",Да,vpr_geography_7.json
vpr_sd_945623,geography,7,"Установите соответствие между географическими особенностями и материками, для которых они характерны: для этого к каждой позиции первого столбца подберите соответствующую позицию из второго столбца. ГЕОГРАФИЧЕСКИЕ ОСОБЕННОСТИ МАТЕРИКИ А) Недра северной части материка богаты полезными ископаемыми осадочного происхождения: нефтью, природным газом и фосфоритами. Б) По территории материка протекает одна из самых длинных рек мира. В) На материке расположена только одна страна. Г) На территории матери",Нет,vpr_geography_7.json
vpr_sd_945616,geography,7,"В приведённом ниже списке перечислены крупные географические объекты. Выберите из представленного ниже списка названия географических объектов, расположенных на территории одного из этих материков, и заполните схему. Впишите в схему название материка, типы и названия выбранных Вами географических объектов. Гималаи, Конго, Чад, Ниагара, Муррей, Атлас, Амур, Альпы, Маракайбо, Эри, Аппалачи, Замбези.",Да,vpr_geography_7.json
vpr_sd_944375,geography,8,На рисунках представлены контуры стран — соседей России. Подпишите под каждым рисунком рядом с номером название столицы соответствующей страны. 1 — _________ 2 — _________ 3 — _________ 4 — _________ Определите расположение указанных стран на схеме и впишите в пустые квадраты их номера.,Да,vpr_geography_8.json
vpr_sd_944368,geography,8,С какой из указанных стран Россия имеет самую северную сухопутную границу? Запишите в ответе название страны.,Нет,vpr_geography_8.json
vpr_sd_944369,geography,8,На диаграмме отображена протяжённость границ России с указанными Вами странами. Установите соответствие между столбцами диаграммы и названиями этих стран. Запишите в ответе номера стран под соответствующими буквами. А Б В Г,Да,vpr_geography_8.json
vpr_sd_944894,geography,8,На рисунках представлены контуры стран — соседей России с указанием столиц этих стран. Подпишите под каждым рисунком рядом с номером название столицы соответствующей страны. Польша Азербайджан Казахстан Китай 1 — _________ 2 — _________ 3 — _________ 4 — _________ Определите расположение указанных Вами стран на схеме и впишите в пустые квадраты их номера .,Да,vpr_geography_8.json
vpr_sd_945209,geography,8,С какой из указанных Вами стран Россия граничит по реке Амур? Запишите в ответе название страны.,Нет,vpr_geography_8.json
vpr_sd_945210,geography,8,На диаграмме отображена протяжённость границ России с указанными Вами странами. Установите соответствие между столбцами диаграммы и названиями этих стран. Запишите в ответе номера стран под соответствующими буквами. А Б В Г,Да,vpr_geography_8.json
vpr_sd_944882,geography,8,На рисунках представлены контуры стран — соседей России. Подпишите под каждым рисунком рядом с номером название столицы соответствующей страны. Грузия США Китай Эстония 1 — _________ 2 — _________ 3 — _________ 4 — _________ Определите расположение указанных Вами стран на схеме и впишите в пустые квадраты их номера.,Да,vpr_geography_8.json
vpr_sd_945457,geography,8,На рисунках представлены контуры стран — соседей России. Подпишите под каждым рисунком рядом с номером название столицы соответствующей страны Польша Грузия Финляндия КНДР 1 — _________ 2 — _________ 3 — _________ 4 — _________ Определите расположение указанных стран на схеме и впишите в пустые квадраты их номера.,Да,vpr_geography_8.json
vpr_sd_944931,geography,8,На рисунках представлены контуры стран — соседей России с указанием столиц этих стран. Подпишите под каждым рисунком рядом с номером название соответствующей страны. 1 — _________ 2 — _________ 3 — _________ 4 — _________ Определите расположение указанных стран на схеме и впишите в пустые квадраты их номера.,Да,vpr_geography_8.json
